"accession_ID"	"Sample"	"dataset"	"Developmental_ssGSEA"	"Injury_ssGSEA"	"Classical_ssGSEA"	"Mesenchymal_ssGSEA"	"Proneural_ssGSEA"	"Developmental_pval_ssGSEA"	"Injury_pval_ssGSEA"	"Classical_pval_ssGSEA"	"Mesenchymal_pval_ssGSEA"	"Proneural_pval_ssGSEA"	"Wang_2017"	"Richards_2021"
"GSM4075059"	"BTSC168"	"Freiburg"	1142.24860920099	-18.7415266285457	1267.64276273638	-1060.70666620126	-538.501715552664	0.000999000999000999	1	0.0669330669330669	0.999000999000999	0.981018981018981	"CL"	"DEV"
"GSM4075060"	"BTSC232"	"Freiburg"	197.720004400103	839.604408865213	-100.130005138221	607.186809434971	-708.971782724279	1	0.000999000999000999	0.967032967032967	0.293706293706294	0.99000999000999	"MES"	"INJ"
"GSM4075063"	"BTSC252"	"Freiburg"	983.158207508253	588.853657106654	1639.13867371015	309.754005204351	-119.380784032759	0.000999000999000999	0.040959040959041	0.00799200799200799	0.558441558441558	0.882117882117882	"CL"	"DEV"
"GSM4075064"	"BTSC268"	"Freiburg"	1266.79736899284	-13.9360707311502	722.830145440903	260.147928956292	2345.64963149826	0.000999000999000999	1	0.44955044955045	0.6003996003996	0.000999000999000999	"PN"	"DEV"
"GSM4075065"	"BTSC281"	"Freiburg"	1479.57179479387	-445.552492784945	1091.25199516162	-1039.58256437178	1987.2249754577	0.000999000999000999	1	0.160839160839161	0.999000999000999	0.000999000999000999	"PN"	"DEV"
"GSM4075066"	"BTSC337"	"Freiburg"	1655.31876199188	-948.322941953606	1160.33704455477	-2275.12648284263	1491.77275022052	0.000999000999000999	1	0.123876123876124	1	0.00699300699300699	"PN"	"DEV"
"GSM4075067"	"BTSC348"	"Freiburg"	-737.419189941536	1898.50585781612	1506.29074723532	2990.00602152241	-551.179358627123	1	0.000999000999000999	0.017982017982018	0.000999000999000999	0.981018981018981	"MES"	"INJ"
"GSM4075068"	"BTSC349"	"Freiburg"	-988.40590262913	1884.89444426171	-663.98517755669	2974.89803462774	-273.643148252545	1	0.000999000999000999	1	0.000999000999000999	0.936063936063936	"MES"	"INJ"
"GSM4075069"	"BTSC380"	"Freiburg"	-855.061669738713	1996.06319603651	1087.15377976931	2348.73233535469	-929.590829801782	1	0.000999000999000999	0.162837162837163	0.000999000999000999	0.998001998001998	"MES"	"INJ"
"GSM4075070"	"BTSC385"	"Freiburg"	1470.01655649063	-294.13432024642	1851.91423298811	-794.476934709843	966.386110212207	0.000999000999000999	1	0.001998001998002	0.995004995004995	0.0919080919080919	"CL"	"DEV"
"GSM4075071"	"BTSC395"	"Freiburg"	1539.25228409782	-226.460631852027	2341.00595623719	-595.920224098201	-601.839329550927	0.000999000999000999	1	0.000999000999000999	0.985014985014985	0.983016983016983	"CL"	"DEV"
"GSM4075072"	"BTSC422"	"Freiburg"	-728.012094927262	1463.671719992	-10.9358894346304	2076.95891368646	581.863944678235	1	0.000999000999000999	0.948051948051948	0.000999000999000999	0.308691308691309	"MES"	"INJ"
"GSM4075073"	"BTSC407"	"Freiburg"	31.8310552080607	955.420735006907	1236.25320339337	1098.23001507623	1299.79394556287	1	0.000999000999000999	0.0799200799200799	0.035964035964036	0.015984015984016	"PN"	"INJ"
"GSM4075074"	"BTSC409"	"Freiburg"	2179.5497707449	-1218.54505234972	2255.34295242966	-1793.08036135176	1445.63710769352	0.000999000999000999	1	0.000999000999000999	1	0.00899100899100899	"CL"	"DEV"
"SRS926534"	"BT-189"	"SRP057855"	-357.237382958849	1700.59268884821	-765.164880245276	2833.82202870884	1827.16847426986	1	0.000999000999000999	1	0.000999000999000999	0.001998001998002	"MES"	"INJ"
"SRS926535"	"BT-143"	"SRP057855"	224.173920389156	1105.53631042174	1411.81011379745	1175.77266372303	-787.919178634202	1	0.000999000999000999	0.033966033966034	0.024975024975025	0.994005994005994	"MES"	"INJ"
"SRS926536"	"BT-75"	"SRP057855"	1359.69195285218	290.02498760642	1871.5372984323	-2.42091962099294	1157.78785527221	0.000999000999000999	1	0.001998001998002	0.811188811188811	0.031968031968032	"CL"	"DEV"
"SRS926537"	"BT-84"	"SRP057855"	2242.46142751091	-951.049098989158	1432.14390506148	-1483.55008650521	2061.95743681114	0.000999000999000999	1	0.028971028971029	1	0.000999000999000999	"PN"	"DEV"
"SRS926538"	"BT-50"	"SRP057855"	1500.05474714461	-233.007131529746	2104.15243335119	-1238.89327067069	499.094974866906	0.000999000999000999	1	0.001998001998002	1	0.377622377622378	"CL"	"DEV"
"SRS926539"	"BT-12"	"SRP057855"	185.773496840347	1032.79177569288	1040.99575045333	798.314200926661	-593.176260462254	1	0.000999000999000999	0.1998001998002	0.15984015984016	0.982017982017982	"MES"	"INJ"
"SRS926540"	"BT-147"	"SRP057855"	1277.29627022765	-676.685357044856	1073.23451101749	-838.420211253479	304.348184375757	0.000999000999000999	1	0.171828171828172	0.996003996003996	0.553446553446553	"CL"	"DEV"
"SRS926541"	"BT-67"	"SRP057855"	875.250426595516	146.093463031337	204.302267711109	-240.783899994075	113.028745071323	0.000999000999000999	1	0.863136863136863	0.925074925074925	0.725274725274725	"PN"	"DEV"
"SRS926542"	"BT-89"	"SRP057855"	957.418026041447	17.5174877933267	-101.904884327993	-120.782947560301	1504.82406819148	0.000999000999000999	1	0.967032967032967	0.876123876123876	0.00699300699300699	"PN"	"DEV"
"SRS926543"	"BT-206"	"SRP057855"	-533.016117493951	1266.72210966825	-777.479905625515	1175.1977920522	1405.71753383918	1	0.000999000999000999	1	0.024975024975025	0.010989010989011	"PN"	"INJ"
"SRS926544"	"BT-73"	"SRP057855"	-711.902061045377	1320.70889649252	-472.752918719687	1364.32711231361	-982.212452822801	1	0.000999000999000999	0.996003996003996	0.004995004995005	0.999000999000999	"MES"	"INJ"
"SRS926545"	"BT-127"	"SRP057855"	627.098126886075	716.84069160749	414.868292889376	914.448589746347	-409.595422973824	0.33966033966034	0.000999000999000999	0.735264735264735	0.0949050949050949	0.959040959040959	"MES"	"INJ"
"SRS926546"	"BT-53"	"SRP057855"	347.71630806004	-86.1522631872117	436.969240473767	-718.91685842824	-260.823081583504	1	1	0.725274725274725	0.992007992007992	0.934065934065934	"CL"	"DEV"
"SRS926547"	"BT-48"	"SRP057855"	1105.76075142376	93.0984699784531	2501.31029864991	-477.148468564687	-760.67463837998	0.000999000999000999	1	0.000999000999000999	0.973026973026973	0.993006993006993	"CL"	"DEV"
