"NAME"	"X"	"Y"	"FOSL1"	"VDR"	"SP100"	"ELF4"	"BNC2"	"OLIG2"	"SOX11"	"ASCL1"	"SALL2"	"POU3F3"
"BT1160-P1-D06"	0.992811645	1.508707465	0	0	0	0	0	0.810924607211484	0.720784331618511	0.527002244147502	0	0
"BT1160-P1-D07"	0.307103606	1.224506851	0	0	0.0603226866286107	0	0	0.578600090426133	0.509747111227714	0.491590979769038	0	0
"BT1160-P1-D08"	-0.233796146	1.338278153	0	0	0	0	0	0.543870803662258	0.435203668427116	0	0	0
"BT1160-P1-D09"	-0.832721599	1.363630037	0	0	0.0267854838494541	0	0	0.337741607324517	0.557997878335063	0.145189705124824	0	0
"BT1160-P1-D10"	1.391643009	1.919650144	0	0	0.040495651865013	0	0	0.761840171809653	0.791586343778161	0.425216866391441	0	0
"BT1160-P1-D11"	1.10440108	1.565102527	0	0	0.103605530173399	0	0	0.639623601220753	0.570682240751936	0.475452269619755	0	0
"BT1160-P1-D12"	0.661049573	1.444647684	0	0	0.0916063840885594	0	0	0.613936927772126	0.729670229390763	0.695361268424824	0.395650588497683	0
"BT1160-P1-E01"	1.202557523	1.632158395	0	0	0	0	0	0.414519046004295	0.477899323576716	0.649750339232013	0	0
"BT1160-P1-E02"	0.079233557	1.305133223	0	0	0	0	0	0.416793828416412	0.187721719689279	0.48150868739214	0	0
"BT1160-P1-E03"	0.431035753	1.458117422	0	0	0.210483554733572	0	0	0.437167966542331	0.495956289139585	0.322715516766939	0	0
"BT1160-P1-E04"	0.784204664	1.475119682	0	0	0	0	0	0.579334802757997	0.520423876715298	0.480252802311433	0	0
"BT1160-P1-E06"	0.764372628	1.305191316	0	0	0	0	0	0	0.553925650472812	0	0	0
"BT1160-P1-E07"	0.721335153	0.92269114	0	0	0.0678221529316354	0.445647759212636	0	0.494037526845258	0.536518872551815	0	0	0
"BT1160-P1-E08"	0.806189576	1.594261637	0	0	0.104640647125488	0	0	0.736534983610263	0.613366489100802	0.420228537799844	0	0
"BT1160-P1-E09"	1.119106622	1.549640461	0	0	0.115940429490573	0	0	0.540960212501413	0.684202721662655	0.428773251246155	0	0
"BT1160-P1-E10"	0.433340825	1.361720236	0	0	0	0	0	0.689569910704193	0.532720407907194	0.503926822944963	0	0
"BT1160-P1-E11"	-0.281211596	1.06044794	0	0.0266273251061624	0.0885670109417031	0	0	0.574771108850458	0.37480465853742	0.561850120826208	0	0
"BT1160-P1-E12"	-0.145923124	0.849166074	0	0	0.0806276932426066	0	0	0.775545382615576	0.385184847205904	0.429946975620649	0.0911870023522995	0
"BT1160-P1-F01"	2.299110468	2.223634666	0	0	0.189722568838982	0	0	0	0.772479952547709	0	0	0
"BT1160-P1-F03"	1.56569842	1.5931397	0	0.0274128272094739	0.12608633502663	0	0	0	0.396272257519933	0	0	0
"BT1160-P1-F04"	-0.333873692	1.261993093	0	0	0.0532058910401686	0	0	0.532779473267774	0.459739696807236	0.183816974289399	0	0
"BT1160-P1-F05"	1.202253235	1.612018726	0	0.0348990211128611	0.0420615228350287	0	0	0.4679834972307	0.656940467906966	0.31372478805832	0	0
"BT1160-P1-F06"	0.056446607	0.719784267	0	0	0.0427535556981817	0	0	0.60910478128179	0.518404872985274	0.289287846581369	0	0
"BT1160-P1-F07"	0.588536845	1.285846585	0	0	0.0731267607682617	0	0	0.694811800610376	0.619856958718788	0.434594924143642	0.767910578558667	0
"BT1160-P1-F10"	0.442517637	0.886227252	0	0	0.0302969641614275	0	0	0.586752571493162	0.575917962289117	0.487236462339668	0.360737698227521	0
"BT1160-P1-F11"	0.630342409	1.491048612	0	0.0242588568352639	0.0424075392666052	0	0	0.734754719113824	0.513340253459112	0.325661564946917	0.0868185658839072	0
"BT1160-P1-F12"	1.217131432	1.658246433	0	0	0.0535343134159022	0	0	0.569034701028597	0.67399363500519	0	0	0
"BT1160-P1-G02"	-0.255414635	1.111237722	0	0.0145806335851991	0.106310616259241	0	0	0.668729512829208	0.597898867304687	0.5624487202572	0	0
"BT1160-P1-G03"	0.496774122	1.367945008	0	0	0.0451595428346946	0	0	0.478255340793489	0.579419850114638	0.404770587787767	0	0
"BT1160-P1-G04"	0.122585521	1.270657601	0	0.022667916027034	0.0793228007675935	0	0	0.596982027806036	0.520515131121174	0.342222815871018	0	0
"BT1160-P1-G05"	0.891713277	1.677475461	0	0	0.0353684507581357	0	0	0.429128518141743	0.574366637389211	0.550758425487246	0	0
"BT1160-P1-G06"	0.487105165	1.192091087	0	0	0.0796131026890009	0	0	0.582019328585961	0.490526651989916	0.512647595047448	0.809847568655234	0
"BT1160-P1-G07"	1.747747406	1.138400244	0	0	0.0991527678738317	0	0	0.288303944840059	0.688297763126376	0.67322482672188	0	0
"BT1160-P1-G08"	1.002048775	1.364594447	0	0	0.0548450705761962	0	0	0.61467164010399	0.5745605530017	0.514772036165281	0.0311672803873618	0
"BT1160-P1-G09"	0.348653191	1.381430817	0	0.0216033015012261	0.0714743856903518	0	0	0.667669831581327	0.296713700708362	0.46656717610484	0.679105887896259	0
"BT1160-P1-G10"	0.844527585	1.430552006	0	0	0.0355473236592049	0	0	0.570207414942918	0.6371040414295	0.503316486270226	0	0
"BT1160-P1-G11"	0.767962053	1.597712629	0	0	0.0772774917758595	0	0	0.3956002034588	0.482735807088186	0.516579571702001	0	0
"BT1160-P1-G12"	0.02483563	0.949624507	0	0	0.115695578880093	0	0	0	0.510830757297501	0	0	0
"BT1160-P1-H02"	0.286622373	0.877451598	0	0	0.075952072902363	0	0	0.580140160506386	0.430104828498751	0.408233074692522	0	0
"BT1160-P1-H03"	0.721331453	1.384313277	0	0	0.0371498489122266	0	0	0.681389171470555	0.505754730970605	0.158182833950465	0.0568917484461839	0
"BT1160-P1-H04"	0.129329873	1.648956429	0	0.0221356087641301	0.0271578913647949	0	0	0.43889171470555	0.587860882658241	0.368314708716004	0	0
"BT1160-P1-H05"	1.276218379	1.631392765	0	0	0.105026250182711	0	0	0.135711258053577	0.643172459420306	0	0	0
"BT1160-P1-H06"	-0.01559989	1.384798817	0	0	0	0	0	0.731957160619419	0.422599153615385	0.558446320140178	0	0
"BT1160-P1-H08"	1.0993621	1.456321858	0	0	0.110741385989004	0	0	0.588207867073584	0.734016220470645	0.495429058473631	0	0
"BT1160-P1-H09"	1.461439954	1.613797758	0	0.00878087681173867	0.0592054640825883	0	0	0.340595682152142	0.549237455370892	0.330955061875882	0.0208214387711295	0
"BT1160-P1-H10"	0.984384322	1.304458363	0	0.0189222273171315	0.127596491486477	0	0	0.329207641008251	0.52717670275018	0.320591075649106	0	0
"BT1160-P1-H11"	1.314845942	1.502800229	0	0	0.136655964074236	0	0	0.372739346671188	0.680290189010688	0.538328684361362	0.0673984869303609	0
"BT1160-P2-A02"	0.705486767	1.773137154	0	0	0	0	0	0.652438679778456	0.408488941106688	0.528504611346853	0	0
"BT1160-P2-A03"	-0.286432608	1.32533618	0	0.056721625231763	0.0867504246759264	0	0	0.538176783090313	0.38289208025825	0.495699015079765	0	0
"BT1160-P2-A04"	0.364646408	1.047467388	0	0	0	0	0	0.324446139934441	0.304732681624785	0.483762238191168	0.219650175852315	0
"BT1160-P2-A05"	1.175957521	1.743426384	0	0	0	0	0	0.474850231716966	0.606818985479143	0.480687080329995	0	0
"BT1160-P2-A06"	0.922381974	1.437858345	0	0	0.0784489626607308	0	0	0.669633774160732	0.18613617438717	0.59226131936933	0.614799042933826	0
"BT1160-P2-A08"	0.334985869	1.203547793	0	0	0.097690995067553	0	0	0.659135865265062	0.581324785837316	0.626217165523422	0	0
"BT1160-P2-A09"	0.62607514	1.224988558	0	0	0	0	0	0.67101842432463	0.360409276010357	0.426836606028241	0	0
"BT1160-P2-A10"	0.950601647	1.604514441	0	0	0	0	0	0.637574884141517	0.468694035383896	0.160365961287023	0	0
"BT1160-P2-A12"	-1.072779356	1.732491562	0	0	0.179195458759663	0	0	0.393283033796767	0.367333204056258	0.262914259886504	0	0
"BT1160-P2-B01"	-0.269351521	1.198445175	0	0	0	0	0	0.705323838589352	0	0	0	0
"BT1160-P2-B02"	0.816343724	1.43707763	0	0	0	0	0	0.50378659432576	0.528260348819966	0	0	0
"BT1160-P2-B03"	2.138430102	1.797240822	0	0	0.0590456514086822	0	0	0	0.557153775080703	0	0	0
"BT1160-P2-B04"	-0.162771055	1.13456342	0	0	0.101390145308517	0	0	0.518240646546852	0.474283367743849	0.469982714034616	0	0
"BT1160-P2-B05"	-0.181854785	1.504745958	0	0	0.0983566368469417	0	0	0.552065671979202	0.346709708328105	0.702274504990589	0.286465627895607	0
"BT1160-P2-B06"	0.335128787	1.400696774	0	0	0	0	0	0.577766474511134	0.228797609134566	0	0	0
"BT1160-P2-B07"	1.073342729	0.840411405	0	0	0.0429265639139699	0	0	0.243557138012886	0.17321226915487	0.617332072008508	0	0
"BT1160-P2-B08"	1.877079212	1.655879753	0	0	0.0297471499163377	0	0	0.29613145699107	0.476690202698849	0.277339332449027	0.12740090815681	0
"BT1160-P2-B09"	-0.071389278	1.337986804	0	0.0333658964492913	0.0312118550652569	0	0	0.780660110772013	0.399044110098441	0.537577500761686	0	0
"BT1160-P2-B10"	0.935274878	1.406835162	0	0.0734643832612293	0	0	0	0.777933197694133	0.308257383051775	0.499983109046665	0	0
"BT1160-P2-B11"	0.236031108	1.227615098	0	0	0.0944683505056668	0.0545174120961381	0	0.794548999660902	0.334732567556777	0	0	0
"BT1160-P2-C01"	1.643548542	1.652996252	0	0	0	0	0	0.186532157793602	0.361949194109528	0.236094657929332	0	0
"BT1160-P2-C03"	0.35753873	0.950237901	0	0	0.0277150364664859	0	0	0.492440940431785	0.430412812118585	0.532507011463875	0	0
"BT1160-P2-C05"	0.548643706	1.569630397	0	0.141759205725792	0	0	0	0.645275234542783	0.287223242497177	0.369464958603008	0	0
"BT1160-P2-C06"	1.3898862	1.511572454	0	0	0	0	0	0.703543574092913	0.627853126033741	0.566603704542906	0	0
"BT1160-P2-C07"	0.985802044	1.412284489	0	0	0.0873105021202579	0	0	0.435995252628009	0.396055528305976	0.410181457154181	0	0
"BT1160-P2-C09"	0.944552668	1.022402816	0	0	0	0	0	0.718492144229682	0.365188725518154	0	0	0
"BT1160-P2-C10"	2.04464292	1.98723147	0	0	0.0413665576292352	0	0	0	0.505332679343425	0	0.7362156256474	0
"BT1160-P2-C11"	1.236970201	1.200256579	0	0	0.180104484978211	0	0	0.417189442748954	0.551119577492101	0.028027364338526	0.0596581365305243	0
"BT1160-P2-C12"	0.419541639	1.282633054	0	0.00428238202515999	0.0749154897789538	0	0	0.801952639312761	0.626450089543386	0	0	0
"BT1160-P2-D01"	0.750555837	1.463097794	0	0	0	0	0	0.684356278964621	0.397002292766948	0.660079113727554	0.302191999181819	0
"BT1160-P2-D02"	0.730306394	0.809378357	0	0	0	0	0	0.260766361478467	0.429043996030433	0.47727154240022	0	0
"BT1160-P2-D03"	0.888226421	0.889311711	0	0	0.0604810331311966	0	0	0.611591499943484	0.37465637012787	0.197009636258704	0.164374316380974	0
"BT1160-P2-D04"	0.511620774	1.510953575	0	0	0	0	0	0.883067706567198	0.164611541400983	0.535359161693894	0	0
"BT1160-P2-D05"	0.992272018	1.533188918	0	0	0	0	0	0.761713010059907	0.517264192911814	0.206223372598477	0	0
"BT1160-P2-D07"	-0.188192024	1.096723985	0	0	0	0	0	0.72266022380468	0.450728324226904	0.602355348989973	0	0
"BT1160-P2-D08"	1.526058098	1.582116455	0	0	0	0	0	0.448852718435628	0.512404895798875	0.511779039010323	0	0
"BT1160-P2-D09"	0.904084324	1.347177474	0	0	0.080048555571112	0	0	0.557024980219283	0.394173406184767	0	0	0
"BT1160-P2-D10"	1.308299453	1.815451527	0	0	0	0	0	0.790112467503108	0.358093695461234	0.272022361032572	0	0
"BT1160-P2-D11"	-0.868003739	1.80131795	0	0	0.127826680383754	0	0	0.672191138238951	0.407211379424413	0.59149839852591	0	0
"BT1160-P2-D12"	0.278568357	0.834488358	0	0	0.0914700301557771	0	0	0.524245506951509	0.301972235847012	0.133511147598615	0.117466824116608	0
"BT1160-P2-E01"	-0.46556712	0.275720767	0	0	0.052381902758194	0	0	0.593661693229343	0.323166071611895	0.416449145313976	0	0
"BT1160-P2-E02"	1.145796245	1.55688504	0	0	0.117887505003851	0	0	0.706524810670284	0.429123843635576	0.716335722997019	0.243992314905891	0
"BT1160-P2-E03"	-0.009117064	1.351545598	0	0.0545884088598258	0.0980912598379784	0	0	0.519992652876681	0.23307515941004	0.610982223142499	0.196224975938638	0
"BT1160-P2-E04"	1.681921176	-0.78916523	0	0	0	0	0	0.0638733468972533	0.37465637012787	0.697110117742819	0	0
"BT1160-P2-E05"	1.479291897	1.433678355	0	0	0	0	0	0.498813157002374	0.462591396990886	0.60553614204485	0	0
"BT1160-P2-E06"	0.677967414	1.346446546	0	0.0909667258119181	0.0520520142111401	0	0	0.70011020684978	0.359325629940571	0.353549256084878	0.133030568461027	0
"BT1160-P2-E07"	-0.251341141	1.300990449	0	0	0	0	0	0.662625748841415	0.407679058254531	0.128992308756816	0	0
"BT1160-P2-E08"	1.856603475	1.47202226	0	0	0.06950385143595	0	0	0.0919464225161072	0.414625799901902	0.487013454708514	0	0
"BT1160-P2-E09"	-0.219051585	1.313488778	0	0	0.0546808593883294	0	0	0.517647225048039	0.308645214276752	0.518351895507486	0	0
"BT1160-P2-E10"	0.508061175	0.884025927	0	0	0.0216934708542626	0	0	0.510780490561772	0.162113452040106	0.537225383449338	0	0
"BT1160-P2-E11"	1.793603285	1.621554046	0	0	0	0	0	0.325562337515542	0.540842050030228	0	0	0
"BT1160-P2-E12"	2.206662587	2.162447546	0	0	0.0788858817141621	0	0	0	0.61087980654066	0	0	0
"BT1160-P2-F01"	-0.097109986	1.296498514	0	0	0	0	0	0.55918672996496	0.226892673411888	0	0	0
"BT1160-P2-F03"	-0.098038168	1.486123172	0	0	0	0	0	0.376879168079575	0.286299291637674	0.497553499591464	0	0
"BT1160-P2-F04"	2.16270354	1.595698241	0	0	0	0	0	0	0.460709274869677	0.39378452764251	0	0
"BT1160-P2-F05"	-0.389738089	1.068086005	0	0	0	0	0	0.68134678422064	0.151185736936361	0.401190728445562	0	0
"BT1160-P2-F06"	0.278912567	1.646479033	0	0	0	0	0	0.669647903244037	0.424914734164509	0	0	0
"BT1160-P2-F08"	2.527497948	2.330204943	0	0	0	0	0	0	0.661982273831658	0	0	0
"BT1160-P2-F09"	0.672260454	1.864816063	0	0	0.0738745081415838	0	0	0.952455634678422	0.54206257770883	0.581134412299134	0	0
"BT1160-P2-F10"	1.166324435	1.137063674	0	0	0.157041610110845	0	0	0	0.463492534248919	0.811383922843488	0	0
"BT1160-P2-F11"	1.0335659	1.470300031	0	0	0.0103202333060333	0	0	0.858808070532384	0.508994262379231	0.283067107396554	0	0
"BT1160-P2-F12"	0.406084832	0.765936784	0	0	0.145875249335902	0	0	0.533415282016503	0.387785597773392	0.578822175281382	0	0
"BT1160-P2-G01"	0.14882311	1.325315014	0	0	0	0	0	0.617243133265514	0.308964604697321	0.753824479518336	0	0
"BT1160-P2-G02"	-0.584075178	1.610864569	0	0	0	0	0	0.59123149090087	0.38800232698735	0	0	0
"BT1160-P2-G03"	1.203143033	1.942731789	0	0	0	0	0	0.490448739685769	0.608621259995209	0.168382498764812	0.923392315356458	0
"BT1160-P2-G04"	1.916591857	1.664624075	0	0	0.136101751315186	0	0	0	0.591636533701393	0.517002112476818	0	0
"BT1160-P2-G05"	1.984699921	2.181025956	0	0	0.162202533158088	0	0	0	0.612602233451584	0.367140984341511	0	0
"BT1160-P2-G06"	0.718458512	1.524756447	0	0	0	0	0	0	0.169790228934491	0	0	0
"BT1160-P2-G07"	0.414891932	1.23770137	0	0	0.05744019381302	0	0	0.506400474737199	0.12711738738636	0.378467424555372	0	0
"BT1160-P2-G08"	0.967858821	1.273584911	0	0	0.0460128545430739	0	0	0.574700463433932	0.422542119611713	0.3716832976708	0	0
"BT1160-P2-G09"	-0.003346313	1.560115709	0	0	0	0	0	0.622654572171358	0.13490823228809	0.435979918905544	0	0
"BT1160-P2-G10"	1.17530727	1.503665382	0	0	0.0366176287229797	0	0	0.453797897592404	0.522967593279113	0.490839796169362	0	0
"BT1160-P2-G11"	1.196586644	1.325422905	0	0.0560138758747184	0.0355473236592049	0	0	0	0.576431268322174	0.637872248562141	0	0
"BT1160-P2-G12"	2.208372803	2.027730467	0	0.0104499690982675	0.0870304633980921	0	0	0	0.550914255078878	0.0333936321787095	0	0
"BT1160-P2-H02"	0.861619446	0.668001077	0	0	0	0	0	0	0.444500211025814	0.677015956451493	0	0
"BT1160-P2-H03"	0.312277751	1.485218736	0	0	0.0512236274152049	0	0	0.61645190460043	0.596267694799639	0.348114912230974	0	0
"BT1160-P2-H04"	-0.132915345	0.91830445	0	0	0.0893997962515991	0	0	0.305357748389284	0.262573146109711	0.326107580209225	0	0
"BT1160-P2-H05"	0.930213692	0.946822471	0	0	0	0	0	0.502161749745677	0.598035748913502	0.509384641286357	0	0
"BT1160-P2-H06"	1.262995124	1.727781572	0	0	0.0806276932426066	0	0	0.286015033344637	0.47071303911392	0	0	0
"BT1160-P2-H07"	1.293015914	1.556141255	0	0	0	0	0	0	0.729521940981213	0	0	0
"BT1160-P2-H10"	1.186120325	1.528677104	0	0	0.0777173431719313	0	0	0.403780942692438	0.502937251189159	0.348114912230974	0.586045215565635	0
"BT1160-P2-H11"	0.398704762	1.196206464	0	0	0	0	0	0.415818921668362	0.21052391435774	0.282714990084206	0	0
"BT1160-P2-H12"	0.559035522	1.270855509	0	0.0359157877948125	0.135656035233833	0	0	0.75283994574432	0.51254177740769	0.357434283764451	0	0
"BT1160-P3-A01"	1.818324299	-1.365485493	0	0	0.0676682049430103	0.764627390172773	0	0	0.204124699145631	0	0	0
"BT1160-P3-A02"	0.868280301	1.602384165	0	0	0.0636362338123519	0	0	0.54412512716175	0.376572712651283	0.17758449786084	0	0
"BT1160-P3-A03"	0.335933776	1.267413521	0	0	0.0878705795645893	0	0	0.512617271391432	0.411853947323394	0	0	0
"BT1160-P3-A04"	0.543591649	1.609417821	0	0	0.0366176287229797	0	0	0.660223804679552	0.352755312717442	0.059497262267441	0	0
"BT1160-P3-A05"	1.929875877	1.789769173	0	0	0.164753671255304	0	0	0	0.32868696316744	0.321788274511089	0	0
"BT1160-P3-A06"	1.33132642	1.682058724	0	0	0.10618159318306	0	0	0.683508533966316	0.446496401154368	0.195742013934251	0.0415235024466872	0
"BT1160-P3-A07"	0.050690324	1.733536304	0	0	0.166395783133973	0	0	0.499208771334916	0.4209223539074	0.287492048288394	0.700126285160009	0
"BT1160-P3-A08"	0.664780405	1.325423824	0	0	0	0	0	0.336681926076636	0.417774076904651	0.215061517138411	0	0
"BT1160-P3-A09"	1.147512885	1.486672149	0	0	0.0559842856920223	0	0	0.482903809200859	0.541720373686792	0.262773412961565	0	0
"BT1160-P3-A10"	-0.805397693	1.587274532	0	0	0.0367950354527287	0	0	0.819840058776987	0.0635130664902415	0	0	0
"BT1160-P3-A11"	-0.200490791	1.544991245	0	0	0	0	0	0.371481858257036	0.367093661240832	0.562014442238637	0	0
"BT1160-P3-A12"	0.674536609	1.382516884	0	0.0593074024601766	0.063165592818555	0	0	0	0.189546807806814	0.651510925793753	0	0
"BT1160-P3-B01"	-0.056052098	1.094519963	0	0	0.120655636456463	0	0	0.570023736859952	0.185657088756317	0	0	0
"BT1160-P3-B02"	0.667353268	1.446022591	0	0	0	0	0	0.490152028936363	0.240500986688264	0.35681220984597	0	0
"BT1160-P3-B03"	0.410354189	0.377827717	0	0	0.0439602146947387	0	0	0.225768622131796	0.200474522910559	0.264310991892151	0	0
"BT1160-P3-B04"	1.186166006	1.080865711	0	0.0776670188799617	0.0262254064051226	0	0	0.507290606985419	0.334755381158247	0.784986861661134	0	0
"BT1160-P3-B05"	0.368398553	1.572290893	0	0	0.140827221480317	0	0	0.55637504238725	0.331778206166516	0.0828367714542407	0	0
"BT1160-P3-B06"	-0.137902436	1.258338445	0	0	0.0994166787114748	0	0	0.718266078896801	0.4786521724252	0.518950494938477	0	0
"BT1160-P3-B07"	0.277354132	1.356802403	0	0	0	0	0	0.308847631965638	0.398633465271995	0.532143156907782	0.0654850252535126	0
"BT1160-P3-B09"	1.02915266	1.436843199	0	0	0.0512236274152049	0	0	0.273722730869221	0.469868935859559	0	0	0
"BT1160-P3-B10"	2.160297287	2.132574621	0	0.0512390597898682	0.183506002441167	0	0	0	0.351580412241778	0	0	0
"BT1160-P3-B11"	1.451250878	1.753063965	0	0	0.056956357277341	0	0	0.59490505256019	0.406036478948749	0.446332167888576	0	0
"BT1160-P3-B12"	-0.188478724	1.67070404	0	0.0763452221934249	0	0	0	0	0.189866198227383	0.479736363586656	0	0
"BT1160-P3-C01"	-1.086709401	-0.732997014	0	0	0.0487179406289157	0	0	0	0.0645168649548861	0.531544557476791	0	0
"BT1160-P3-C02"	1.233199203	1.39889371	0	0	0.0207360609821462	0	0	0.454744546173844	0.518484720590416	0.580970090886704	0	0
"BT1160-P3-C04"	0.074889678	1.212616826	0	0	0.0308467784065173	0	0	0.70019498134961	0.365884540362964	0.477060272012811	0	0
"BT1160-P3-C05"	0.683887132	1.369090598	0	0	0.207815122930736	0	0	0.731575675370182	0.177524039832548	0	0	0
"BT1160-P3-C06"	-0.201860312	1.212692568	0	0	0.308775680042423	0	0	0.491296484684074	0.274755609294261	0.623987089211885	0	0
"BT1160-P3-C07"	-0.160078852	0.908948159	0	0	0	0	0	0.455832485588335	0.379435819635667	0.647731533307885	0	0
"BT1160-P3-C08"	0.393922847	1.692089016	0	0	0.104769670201669	0	0	0.572736520854527	0.235459180763571	0.580242381774519	0	0
"BT1160-P3-C09"	0.404322945	0.770427427	0	0	0.0860466624422115	0	0	0.32614162993105	0.166470849920723	0.409500697016975	0	0
"BT1160-P3-C10"	2.286893776	2.044366978	0	0	0.202434274185458	0	0	0	0.586446439367151	0	0.935814245591332	0
"BT1160-P3-C11"	0.620828996	1.50798857	0	0	0.0892619761474965	0	0	0.658994574432011	0.400367298983654	0.504607583082169	0	0
"BT1160-P3-C12"	1.067172692	1.330435666	0	0	0.0308467784065173	0	0	0	0.172060182280676	0.728366397835576	0	0
