"zmean_diff"	"TFs"	"p_value"	"p_value_adjusted"	"TFs1"
"MA0779.1_PAX1"	0.87679515109845	"PAX1"	0.448339983591095	0.61223466037213	"PAX1"
"MA0780.1_PAX3"	-1.64050644121747	"PAX3"	0.136107436804368	0.278373581156445	"PAX3"
"MA0781.1_PAX9"	1.04308623102432	"PAX9"	0.593579869415413	0.736035819704755	"PAX9"
"MA0782.1_PKNOX1"	4.49377011846653	"PKNOX1"	0.00264827826998573	0.0223326532642014	"PKNOX1"
"MA0783.1_PKNOX2"	4.35124060894676	"PKNOX2"	0.0114232830610375	0.0496473456114321	"PKNOX2"
"MA0784.1_POU1F1"	0.930476072703465	"POU1F1"	0.222115312764243	0.387629812237212	"POU1F1"
"MA0785.1_POU2F1"	1.84346472115045	"POU2F1"	0.0573489848861134	0.15912380963331	"POU2F1"
"MA0786.1_POU3F1"	1.58848148653381	"POU3F1"	0.0289575840156199	0.0969542812967423	"POU3F1"
"MA0787.1_POU3F2"	3.05311391377048	"POU3F2"	0.00549121580117208	0.0335409397585106	"POU3F2"
"MA0788.1_POU3F3"	2.55175550683445	"POU3F3"	0.000474334318542938	0.00797627609061758	"POU3F3"
"MA0789.1_POU3F4"	1.72550922818967	"POU3F4"	0.00801119936022898	0.0411484330775398	"POU3F4"
"MA0790.1_POU4F1"	-1.05460940126407	"POU4F1"	0.316168608481941	0.476344183744974	"POU4F1"
"MA0791.1_POU4F3"	0.592223292579965	"POU4F3"	0.601380296486483	0.7406645613403	"POU4F3"
"MA0792.1_POU5F1B"	0.735381864266092	"POU5F1B"	0.096516205087799	0.223295133139593	"POU5F1B"
"MA0793.1_POU6F2"	-1.58247755006541	"POU6F2"	0.311101659607899	0.471872315915337	"POU6F2"
"MA0794.1_PROX1"	0.46446254066381	"PROX1"	0.564290199959231	0.708497695504368	"PROX1"
"MA0600.2_RFX2"	1.34828285094172	"RFX2"	0.206874531411573	0.369515795201154	"RFX2"
"MA0795.1_SMAD3"	-3.66308172659702	"SMAD3"	0.0171241212717283	0.0639677918580264	"SMAD3"
"MA0796.1_TGIF1"	3.01673266263716	"TGIF1"	0.0319683787411541	0.103954727992818	"TGIF1"
"MA0797.1_TGIF2"	4.83870414816158	"TGIF2"	0.000209255056182275	0.00472916426971941	"TGIF2"
"MA0798.1_RFX3"	0.105483253755378	"RFX3"	0.939711049063643	0.963150553688814	"RFX3"
"MA0799.1_RFX4"	-0.511977277092356	"RFX4"	0.548557009703201	0.693529676686615	"RFX4"
"MA0510.2_RFX5"	1.82465188584748	"RFX5"	0.0768538315409145	0.19086775745326	"RFX5"
"MA0511.2_RUNX2"	-6.17459333319418	"RUNX2"	0.000879409175331805	0.0113569413499993	"RUNX2"
"MA0800.1_EOMES"	2.17623066227689	"EOMES"	0.263012853780846	0.429176209057553	"EOMES"
"MA0801.1_MGA"	2.5190059181141	"MGA"	0.0109967395365508	0.0482575366069995	"MGA"
"MA0802.1_TBR1"	2.0340740478279	"TBR1"	0.162320850778303	0.317614824899536	"TBR1"
"MA0803.1_TBX15"	0.674435852561987	"TBX15"	0.451938357182229	0.614221634586876	"TBX15"
"MA0804.1_TBX19"	1.23158263456934	"TBX19"	0.211774696446979	0.372774778737365	"TBX19"
"MA0805.1_TBX1"	1.41425069634362	"TBX1"	0.0531187321177948	0.152927814759511	"TBX1"
"MA0806.1_TBX4"	1.41425069634362	"TBX4"	0.0531187321177948	0.152927814759511	"TBX4"
"MA0807.1_TBX5"	-0.0263754285129839	"TBX5"	0.744322259118292	0.858249135513948	"TBX5"
"MA0808.1_TEAD3"	-1.44190125236288	"TEAD3"	0.0820842839558647	0.199473636279843	"TEAD3"
"MA0809.1_TEAD4"	-3.07165061347743	"TEAD4"	0.00857712621701059	0.0427050698553153	"TEAD4"
"MA0810.1_TFAP2A(var.2)"	3.2130296258669	"TFAP2A(var.2)"	0.0363796879560226	0.114990342350505	"TFAP2A(var.2)"
"MA0003.3_TFAP2A"	-0.095899678404379	"TFAP2A"	0.895636913943994	0.937101585885845	"TFAP2A"
"MA0811.1_TFAP2B"	-1.2551464849373	"TFAP2B"	0.193658826327203	0.351541323292754	"TFAP2B"
"MA0812.1_TFAP2B(var.2)"	-1.45366756002522	"TFAP2B(var.2)"	0.441418600382397	0.605389591531681	"TFAP2B(var.2)"
"MA0813.1_TFAP2B(var.3)"	0.162278819173841	"TFAP2B(var.3)"	0.885267455955653	0.937101585885845	"TFAP2B(var.3)"
"MA0524.2_TFAP2C"	0.624057153239659	"TFAP2C"	0.861182942050556	0.928383888085199	"TFAP2C"
"MA0814.1_TFAP2C(var.2)"	0.875476447676146	"TFAP2C(var.2)"	0.670404896954706	0.797041155411351	"TFAP2C(var.2)"
"MA0815.1_TFAP2C(var.3)"	-1.44816267450477	"TFAP2C(var.3)"	0.0813805723421025	0.19883253350611	"TFAP2C(var.3)"
"MA0464.2_BHLHE40"	6.62392160509675	"BHLHE40"	0.0925337334500688	0.220132881681216	"BHLHE40"
"MA0817.1_BHLHE23"	0.875985649994549	"BHLHE23"	0.38059572977994	0.542318005392803	"BHLHE23"
"MA0818.1_BHLHE22"	-0.30973665428694	"BHLHE22"	0.867424260185202	0.929089491951922	"BHLHE22"
"MA0819.1_CLOCK"	3.9646201462299	"CLOCK"	0.0143614646005556	0.0578152166264001	"CLOCK"
"MA0820.1_FIGLA"	1.60282932440567	"FIGLA"	0.135937326028827	0.278373581156445	"FIGLA"
"MA0821.1_HES5"	-0.224743109142765	"HES5"	0.759486549801551	0.862532463593721	"HES5"
"MA0822.1_HES7"	0.953667809332453	"HES7"	0.629287449283445	0.764618083537949	"HES7"
"MA0823.1_HEY1"	2.76933477026394	"HEY1"	0.0548424242584301	0.154218384426299	"HEY1"
"MA0824.1_ID4"	1.54372862526063	"ID4"	0.174283259868292	0.329606834562627	"ID4"
"MA0058.3_MAX"	3.00828059804416	"MAX"	0.0897978148005664	0.215896873882213	"MAX"
"MA0825.1_MNT"	3.47738517201209	"MNT"	0.0101514746940444	0.0463481470879601	"MNT"
"MA0826.1_OLIG1"	-0.547294427121639	"OLIG1"	0.398222815705808	0.562023986881851	"OLIG1"
"MA0827.1_OLIG3"	-0.0297534228415043	"OLIG3"	0.938080586434433	0.963150553688814	"OLIG3"
"MA0828.1_SREBF2(var.2)"	7.83317880877778	"SREBF2(var.2)"	0.0432419857825494	0.12858801035337	"SREBF2(var.2)"
"MA0522.2_TCF3"	2.52779122166006	"TCF3"	0.0547086180097483	0.154218384426299	"TCF3"
"MA0830.1_TCF4"	1.54325238001535	"TCF4"	0.129215969693172	0.2703963810246	"TCF4"
"MA0833.1_ATF4"	-0.195340115325522	"ATF4"	0.677132309022033	0.797041155411351	"ATF4"
"MA0834.1_ATF7"	8.34424032421665	"ATF7"	0.0104434127211559	0.0467368569303216	"ATF7"
"MA0835.1_BATF3"	4.14432484845049	"BATF3"	0.0975532700640784	0.223827807456667	"BATF3"
"MA0466.2_CEBPB"	-0.313900147207268	"CEBPB"	0.807182256880626	0.890394037388163	"CEBPB"
"MA0836.1_CEBPD"	-2.71211320209069	"CEBPD"	0.00304456487327602	0.023726609012427	"CEBPD"
"MA0837.1_CEBPE"	1.27329604631353	"CEBPE"	0.147870076499905	0.299718720080525	"CEBPE"
"MA0838.1_CEBPG"	0.969955299998188	"CEBPG"	0.176372577153311	0.329666109323134	"CEBPG"
"MA0839.1_CREB3L1"	-3.33784927854261	"CREB3L1"	0.0222112078108786	0.0782839511885437	"CREB3L1"
"MA0841.1_NFE2"	-7.5568367654629	"NFE2"	2.15268541272691e-05	0.000927366239004732	"NFE2"
"MA0842.1_NRL"	-6.61354808542935	"NRL"	2.25686474094072e-05	0.000927366239004732	"NRL"
"MA0843.1_TEF"	5.8536183205236	"TEF"	9.55714944663698e-06	0.000617118792839988	"TEF"
"MA0844.1_XBP1"	-4.21729818411912	"XBP1"	0.00870446949602264	0.0427654370891547	"XBP1"
"MA0845.1_FOXB1"	3.39525341741826	"FOXB1"	0.000269376671446494	0.00518190426582296	"FOXB1"
"MA0032.2_FOXC1"	3.4834432184684	"FOXC1"	0.00507119367129897	0.0322842188651709	"FOXC1"
"MA0846.1_FOXC2"	2.07134907950979	"FOXC2"	0.0963332498889304	0.223295133139593	"FOXC2"
"MA0847.1_FOXD2"	2.724722876957	"FOXD2"	0.0734287726217616	0.185417906285119	"FOXD2"
"MA0848.1_FOXO4"	4.3147002573702	"FOXO4"	0.00976888615033846	0.0450564953056427	"FOXO4"
"MA0849.1_FOXO6"	5.22178378360506	"FOXO6"	0.000961949030687801	0.0114651636577752	"FOXO6"
"MA0850.1_FOXP3"	1.47726419259291	"FOXP3"	0.160939981189953	0.316282049990691	"FOXP3"
"MA0855.1_RXRB"	2.54694294099012	"RXRB"	0.123545567025281	0.26433599134539	"RXRB"
"MA0856.1_RXRG"	2.49883923134593	"RXRG"	0.112198269781301	0.249604550138875	"RXRG"
"MA0525.2_TP63"	0.234565296745334	"TP63"	0.958095792457921	0.970984973522377	"TP63"
"MA0106.3_TP53"	2.47303745677183	"TP53"	0.0715609185170892	0.183334423536284	"TP53"
"MA0861.1_TP73"	0.675141841155831	"TP73"	0.47982497214664	0.637884962971415	"TP73"
"MA0862.1_GMEB2"	1.57790538372295	"GMEB2"	0.286456751049587	0.447219172511301	"GMEB2"
"MA0863.1_MTF1"	-7.07820181696761	"MTF1"	0.00103998165922297	0.0114651636577752	"MTF1"
"MA0024.3_E2F1"	1.04588023522609	"E2F1"	0.382742132124567	0.542318005392803	"E2F1"
"MA0864.1_E2F2"	5.33198307717898	"E2F2"	8.01432488505948e-05	0.00241498323203126	"E2F2"
"MA0865.1_E2F8"	5.63613348059087	"E2F8"	0.000301207549725769	0.0054458324990419	"E2F8"
"MA0866.1_SOX21"	-2.52823003589929	"SOX21"	0.00467381454249608	0.031459359066843	"SOX21"
"MA0867.1_SOX4"	1.41389404019933	"SOX4"	0.078641480378855	0.194240159187117	"SOX4"
"MA0868.1_SOX8"	-0.678126585795898	"SOX8"	0.546444076129844	0.693529676686615	"SOX8"
"MA0871.1_TFEC"	8.41846696453826	"TFEC"	0.0686007678205028	0.180276436365507	"TFEC"
"MA0872.1_TFAP2A(var.3)"	-1.80998128494007	"TFAP2A(var.3)"	0.0763961246242221	0.190779272542256	"TFAP2A(var.3)"
"MA0028.2_ELK1"	-4.81338263454654	"ELK1"	0.126711957419538	0.267634601652483	"ELK1"
"MA0873.1_HOXD12"	-0.235853717629086	"HOXD12"	0.535313554569124	0.690157362589725	"HOXD12"
"MA0875.1_BARX1"	0.713792179134709	"BARX1"	0.235658384554155	0.400442066986759	"BARX1"
"MA0876.1_BSX"	-0.348334210346086	"BSX"	0.236948524610901	0.401126341288866	"BSX"
"MA0878.1_CDX1"	1.74139529247621	"CDX1"	0.268182975945866	0.432923946884041	"CDX1"
"MA0882.1_DLX6"	0.0414188171463043	"DLX6"	0.911028736603083	0.948813338582013	"DLX6"
"MA0884.1_DUXA"	-2.22274998121659	"DUXA"	0.0995287449182173	0.227207033853708	"DUXA"
"MA0886.1_EMX2"	2.74322328184164	"EMX2"	0.106257314342731	0.240141530414572	"EMX2"
"MA0887.1_EVX1"	-0.966583609943472	"EVX1"	0.211858510790482	0.372774778737365	"EVX1"
"MA0888.1_EVX2"	2.21605702846118	"EVX2"	0.00684994857483454	0.0377582531198196	"EVX2"
"MA0889.1_GBX1"	1.06741840328708	"GBX1"	0.404976648647834	0.568476537853481	"GBX1"
"MA0890.1_GBX2"	-0.183149962278053	"GBX2"	0.492359509073775	0.649540533726263	"GBX2"
"MA0891.1_GSC2"	1.96460637968737	"GSC2"	0.0371817271147122	0.116709310110069	"GSC2"
"MA0892.1_GSX1"	0.763667493884444	"GSX1"	0.492903546610859	0.649540533726263	"GSX1"
"MA0893.1_GSX2"	-1.5527107845236	"GSX2"	0.262756932057938	0.429176209057553	"GSX2"
"MA0894.1_HESX1"	0.159569236674953	"HESX1"	0.856209640140994	0.928383888085199	"HESX1"
"MA0895.1_HMBOX1"	-2.84060327539498	"HMBOX1"	0.114953693669374	0.252228492905616	"HMBOX1"
"MA0899.1_HOXA10"	2.28032668056968	"HOXA10"	0.175297001793683	0.329666109323134	"HOXA10"
"MA0900.1_HOXA2"	0.443752458494108	"HOXA2"	0.528595825805459	0.684599751472973	"HOXA2"
"MA0901.1_HOXB13"	-1.60514946669325	"HOXB13"	0.111129979673172	0.248667083229079	"HOXB13"
"MA0902.1_HOXB2"	-0.425334712856727	"HOXB2"	0.467705557886603	0.625452402854274	"HOXB2"
"MA0903.1_HOXB3"	-1.26134783780349	"HOXB3"	0.356247063557839	0.517039046940464	"HOXB3"
"MA0905.1_HOXC10"	0.685927076813947	"HOXC10"	0.890579159804404	0.937101585885845	"HOXC10"
"MA0906.1_HOXC12"	0.394163432932995	"HOXC12"	0.887934246045215	0.937101585885845	"HOXC12"
"MA0907.1_HOXC13"	-4.45786759096303	"HOXC13"	0.00726246370731032	0.0383990568588238	"HOXC13"
"MA0908.1_HOXD11"	-2.48547658188765	"HOXD11"	0.0410327816191169	0.125316333052979	"HOXD11"
"MA0909.1_HOXD13"	-2.81419174841621	"HOXD13"	0.150282472287903	0.30190078877392	"HOXD13"
"MA0914.1_ISL2"	-2.30902583618643	"ISL2"	0.108574425074622	0.244157413600642	"ISL2"
"MA1100.1_ASCL1"	-1.90992670247024	"ASCL1"	0.212778524146549	0.372774778737365	"ASCL1"
"MA1101.1_BACH2"	-6.13472184354342	"BACH2"	0.000586579474390794	0.00883779741415463	"BACH2"
"MA0018.3_CREB1"	3.99575341934419	"CREB1"	0.179336166202533	0.332210575036377	"CREB1"
"MA1102.1_CTCFL"	0.413376089074049	"CTCFL"	0.932165675310728	0.961762951107709	"CTCFL"
"MA0852.2_FOXK1"	-0.539102031187804	"FOXK1"	0.235608517366981	0.400442066986759	"FOXK1"
"MA1103.1_FOXK2"	4.69024705817661	"FOXK2"	0.00631402200330533	0.0361257967784052	"FOXK2"
"MA0481.2_FOXP1"	0.89097212708291	"FOXP1"	0.375072532296401	0.536496153791055	"FOXP1"
"MA0036.3_GATA2"	1.3188707213906	"GATA2"	0.179336761070531	0.332210575036377	"GATA2"
"MA1104.1_GATA6"	3.05733609531553	"GATA6"	0.0116344457201421	0.0500835187190878	"GATA6"
"MA1105.1_GRHL2"	-0.999772062163985	"GRHL2"	0.62001033364787	0.757298191621243	"GRHL2"
"MA1106.1_HIF1A"	1.65954088866029	"HIF1A"	0.0938932496065207	0.22219763781229	"HIF1A"
"MA0039.3_KLF4"	-1.74118411499743	"KLF4"	0.0502508869559176	0.14653807034887	"KLF4"
"MA1107.1_KLF9"	0.313960718948952	"KLF9"	0.87799884672373	0.935979902639448	"KLF9"
"MA0495.2_MAFF"	-1.8977913605325	"MAFF"	0.00302652486684213	0.023726609012427	"MAFF"
"MA0496.2_MAFK"	-0.258011979831524	"MAFK"	0.975057648390323	0.979391237938725	"MAFK"
"MA0620.2_MITF"	7.85283730905897	"MITF"	0.134347863005529	0.277284173874425	"MITF"
"MA1108.1_MXI1"	3.7218366448718	"MXI1"	0.0468987273439094	0.138550488623837	"MXI1"
"MA0147.3_MYC"	3.46903742196219	"MYC"	0.0596928354774939	0.163522191732286	"MYC"
"MA0100.3_MYB"	-0.0930919019835209	"MYB"	0.82802794838002	0.910629276563915	"MYB"
"MA0104.4_MYCN"	3.00941574663246	"MYCN"	8.65304758378354e-05	0.00244448594241885	"MYCN"
"MA1109.1_NEUROD1"	-1.58765757693471	"NEUROD1"	0.0207011302636464	0.0754589587029692	"NEUROD1"
"MA0161.2_NFIC"	-1.95472723343833	"NFIC"	0.0383444779181987	0.118710301500177	"NFIC"
"MA0060.3_NFYA"	-0.800068554320986	"NFYA"	0.497987814397488	0.654332825894373	"NFYA"
"MA1110.1_NR1H4"	0.229126106269094	"NR1H4"	0.798289005228288	0.886551917354266	"NR1H4"
"MA1111.1_NR2F2"	-0.140807836876418	"NR2F2"	0.876137441096464	0.935979902639448	"NR2F2"
"MA1112.1_NR4A1"	-0.293708127142873	"NR4A1"	0.883237211520381	0.937101585885845	"NR4A1"
"MA0014.3_PAX5"	0.186331850682902	"PAX5"	0.854889812752565	0.928383888085199	"PAX5"
"MA1113.1_PBX2"	-1.96316525950828	"PBX2"	0.0216267000568488	0.0775814954420292	"PBX2"
"MA1114.1_PBX3"	-0.56518646164394	"PBX3"	0.540228604228442	0.690157362589725	"PBX3"
"MA1115.1_POU5F1"	-0.203777361739528	"POU5F1"	0.51373108778448	0.667259918616624	"POU5F1"
"MA0508.2_PRDM1"	-2.39386895391245	"PRDM1"	0.0167735852141022	0.0637114329140687	"PRDM1"
"MA1116.1_RBPJ"	-1.16531440752706	"RBPJ"	0.410347407931346	0.572459964151137	"RBPJ"
"MA1117.1_RELB"	-0.862968813463234	"RELB"	0.415965272718375	0.578511702365248	"RELB"
"MA1118.1_SIX1"	-0.857698139468456	"SIX1"	0.30821829102479	0.469072954690927	"SIX1"
"MA1119.1_SIX2"	-3.35690436068444	"SIX2"	0.00580777276541207	0.0345409643416613	"SIX2"
"MA0442.2_SOX10"	3.81993347631097	"SOX10"	0.00739096890866741	0.0383990568588238	"SOX10"
"MA1120.1_SOX13"	4.40551016242565	"SOX13"	0.01075781219609	0.0476718736532614	"SOX13"
"MA1121.1_TEAD2"	-1.27644033211116	"TEAD2"	0.280154230266905	0.440540626791521	"TEAD2"
"MA1122.1_TFDP1"	1.16945713875241	"TFDP1"	0.752120417068658	0.862532463593721	"TFDP1"
"MA1123.1_TWIST1"	-0.922271488533938	"TWIST1"	0.257595944798188	0.424939295798471	"TWIST1"
"MA0526.2_USF2"	6.98256368349174	"USF2"	0.126387781063119	0.267634601652483	"USF2"
"MA0750.2_ZBTB7A"	-1.88504494959743	"ZBTB7A"	0.275614747163976	0.440540626791521	"ZBTB7A"
"MA0103.3_ZEB1"	-1.60278180690893	"ZEB1"	0.352435983963554	0.517039046940464	"ZEB1"
"MA1124.1_ZNF24"	6.17923379869571	"ZNF24"	0.000737896943881728	0.00980968878336885	"ZNF24"
"MA1125.1_ZNF384"	8.73239610232018	"ZNF384"	0.000231757552055795	0.0049883054061533	"ZNF384"
"MA1154.1_ZNF282"	0.449662029422169	"ZNF282"	0.933589222985447	0.961762951107709	"ZNF282"
"MA1155.1_ZSCAN4"	4.64581574463214	"ZSCAN4"	0.0176496865659824	0.0653906420313445	"ZSCAN4"
"MA0037.3_GATA3"	1.38478323615591	"GATA3"	0.0292889513125795	0.0973426911271025	"GATA3"
"MA0099.3_FOS::JUN"	-6.48770634164202	"FOS::JUN"	0.00299459768905426	0.023726609012427	"FOS::JUN"
"MA1126.1_FOS::JUN(var.2)"	5.0588620398438	"FOS::JUN(var.2)"	0.0160681642947456	0.0620753013779916	"FOS::JUN(var.2)"
"MA1127.1_FOSB::JUN"	6.94947959829505	"FOSB::JUN"	0.014634634838679	0.0578650891972988	"FOSB::JUN"
"MA1128.1_FOSL1::JUN"	-7.50537106015453	"FOSL1::JUN"	0.00110320507520825	0.0118725879522412	"FOSL1::JUN"
"MA1129.1_FOSL1::JUN(var.2)"	5.39285119937457	"FOSL1::JUN(var.2)"	0.0398601328981287	0.122563129727579	"FOSL1::JUN(var.2)"
"MA1130.1_FOSL2::JUN"	-7.16797123084212	"FOSL2::JUN"	0.000252811591846684	0.00518190426582296	"FOSL2::JUN"
"MA1131.1_FOSL2::JUN(var.2)"	6.20530945316491	"FOSL2::JUN(var.2)"	0.0223421011135445	0.0782839511885437	"FOSL2::JUN(var.2)"
"MA1132.1_JUN::JUNB"	-3.19049544016987	"JUN::JUNB"	0.0425781016763425	0.128302013051379	"JUN::JUNB"
"MA1133.1_JUN::JUNB(var.2)"	5.15440111519697	"JUN::JUNB(var.2)"	0.031793649656012	0.103954727992818	"JUN::JUNB(var.2)"
"MA1134.1_FOS::JUNB"	-8.79811255845971	"FOS::JUNB"	0.00102394398069517	0.0114651636577752	"FOS::JUNB"
"MA1135.1_FOSB::JUNB"	-6.63067572951772	"FOSB::JUNB"	1.57369178090279e-06	0.000118551447494676	"FOSB::JUNB"
"MA1136.1_FOSB::JUNB(var.2)"	6.66381747177896	"FOSB::JUNB(var.2)"	0.00267954306456292	0.0223326532642014	"FOSB::JUNB(var.2)"
"MA1137.1_FOSL1::JUNB"	-8.90275893331205	"FOSL1::JUNB"	0.000965842166709144	0.0114651636577752	"FOSL1::JUNB"
"MA1138.1_FOSL2::JUNB"	-7.79039462999471	"FOSL2::JUNB"	0.000180651964143903	0.00429761514700232	"FOSL2::JUNB"
"MA1139.1_FOSL2::JUNB(var.2)"	7.64168693909033	"FOSL2::JUNB(var.2)"	0.00473282393041	0.031459359066843	"FOSL2::JUNB(var.2)"
"MA1140.1_JUNB(var.2)"	5.77246055921093	"JUNB(var.2)"	0.0088863290130145	0.0429706885241515	"JUNB(var.2)"
"MA1141.1_FOS::JUND"	-8.42891988359763	"FOS::JUND"	0.00013824858362362	0.00357156127814926	"FOS::JUND"
"MA1142.1_FOSL1::JUND"	-5.78015816540939	"FOSL1::JUND"	0.00118019810643084	0.0124058033513195	"FOSL1::JUND"
"MA1143.1_FOSL1::JUND(var.2)"	7.68235475816933	"FOSL1::JUND(var.2)"	0.0300857504030939	0.0992610159284559	"FOSL1::JUND(var.2)"
"MA1144.1_FOSL2::JUND"	-7.24353616734024	"FOSL2::JUND"	1.85025807415475e-05	0.000927366239004732	"FOSL2::JUND"
"MA1145.1_FOSL2::JUND(var.2)"	6.81064421685567	"FOSL2::JUND(var.2)"	0.00452431422151619	0.0309846973958381	"FOSL2::JUND(var.2)"
"MA1146.1_NR1A4::RXRA"	-2.84362344309051	"NR1A4::RXRA"	0.0049182419463441	0.0318278434038198	"NR1A4::RXRA"
"MA1147.1_NR4A2::RXRA"	-2.44104100146989	"NR4A2::RXRA"	0.00492909079262696	0.0318278434038198	"NR4A2::RXRA"
"MA1148.1_PPARA::RXRA"	5.35768199427943	"PPARA::RXRA"	0.00353035496372414	0.0270461092136154	"PPARA::RXRA"
"MA1149.1_RARA::RXRG"	2.11667964529647	"RARA::RXRG"	0.364757418599483	0.526742342514269	"RARA::RXRG"
"MA1150.1_RORB"	0.148111910190729	"RORB"	0.845474665044191	0.925313676997516	"RORB"
"MA1151.1_RORC"	2.28110037185006	"RORC"	0.130893493901958	0.27264451264371	"RORC"
"MA1152.1_SOX15"	7.3472667466564	"SOX15"	0.00186337517493712	0.0175467828973246	"SOX15"
"MA0831.2_TFE3"	8.18242520212173	"TFE3"	0.148628584085468	0.299911250029605	"TFE3"
"MA0693.2_VDR"	-1.27631566005181	"VDR"	0.0548735821623735	0.154218384426299	"VDR"
"MA0162.3_EGR1"	5.39451794049528	"EGR1"	0.233823517227411	0.40033420373784	"EGR1"
"MA1418.1_IRF3"	-2.03025425986591	"IRF3"	0.165067143566727	0.320093463503741	"IRF3"
"MA1419.1_IRF4"	-4.16051984886258	"IRF4"	0.0654169103333026	0.175558281404048	"IRF4"
"MA1420.1_IRF5"	-1.00928316248981	"IRF5"	0.598609866554992	0.73926682973458	"IRF5"
"MA1421.1_TCF7L1"	1.1168981854579	"TCF7L1"	0.280698452468934	0.440540626791521	"TCF7L1"
