"NAME"	"Richards_DEV_2021"	"Richards_INJ_2021"	"Wang_MES_2017"	"Wang_PN_2017"	"Wang_CL_2017"	"X"	"Y"
"MGH66-P08-B03"	0.503217968646884	0.304518084728662	0.4582531703684	0.194274552318631	0.472797815690525	2.426758492	-2.383034578
"MGH66-P05-H01"	0.422420057353058	0.383853987824582	0.540695001990894	0.299769454281452	0.469333882764585	2.0977238	-1.723520777
"MGH66-P03-H12"	0.495898124374496	0.193071446601794	0.317855250218047	0.243286804060313	0.735950017761367	-1.020770316	-1.789307778
"MGH66-P06-E11"	0.340908145783262	0.378229240133262	0.514802532186843	0.181785175110152	0.698219401587495	1.498636205	-2.132500061
"MGH66-P05-G11"	0.568035094685426	0.341793321060325	0.255277432035883	0.158967107970279	0.731343775973986	-1.413703205	-1.661253349
"MGH66-P06-D05"	0.521086912165585	0.22061797149187	0.239349752709584	0.342082900796314	0.645651917228053	-1.364357269	-0.989081142
"MGH66-P07-B01"	0.636153073989922	0.289565033970229	0.207020007914395	0.335297154492709	0.877386731571695	-1.374010828	-1.39920868
"MGH66-P05-B12"	0.589419145560117	0.268678551285041	0.229451707564091	0.369209559873021	0.778983823653126	-1.243804724	-1.629385786
"MGH66-P04-B04"	0.609635358621961	0.286869705521826	0.213099856130088	0.305245431929162	0.786037249183775	-1.166136326	-1.3524085
"MGH66-P07-A05"	0.63673879047442	0.352798787476688	0.203949369571888	0.323262350682027	0.8428006536165	-1.741940162	-1.307985138
"MGH66-P07-B06"	0.604673007966999	0.393021543813451	0.248407192580402	0.266901973619592	0.848947035062037	-1.583187503	-2.009487407
"MGH66-P07-D01"	0.583448800268989	0.327787627491564	0.259226821467624	0.334743888707406	0.832790368627389	-1.729583249	-1.767088536
"MGH66-P03-F09"	0.57750535692761	0.371812604045462	0.272011464172348	0.309258637462285	0.82997128298818	-1.193836652	-1.581012519
"MGH66-P08-D11"	0.68793344842535	0.400739958521694	0.348557702965719	0.229347015573616	0.78544667973501	-1.141856627	-1.014839378
"MGH66-P06-B02"	0.47824265467552	0.37670345051083	0.326829493629721	0.452688950697182	0.648825731704044	-0.585866143	-1.136753228
"MGH66-P08-A02"	0.495646586306312	0.348895569960394	0.232470000418772	0.267492539225817	0.771557217522029	-0.644349427	-1.609318053
"MGH66-P05-B06"	0.455656924976999	0.290809202703141	0.35176286752935	0.294992760660275	0.737893665746129	-0.020621278	-1.064982987
"MGH66-P08-A04"	0.543152483105423	0.405732209075239	0.436097148965791	0.238061164816998	0.83047246009585	0.396485516	-1.682381827
"MGH66-P03-C10"	0.607613217438784	0.261066286448477	0.339779317563204	0.179186489648343	0.658154682192131	-0.667664692	-1.572912655
"MGH66-P07-F07"	0.510993347374705	0.174094998958674	0.272446271043462	0.25111220195694	0.5690050828896	-1.169727657	-1.156476873
"MGH66-P06-A09"	0.346482063991049	0.383397290647408	0.438412207952954	0.259610261374	0.403102653554305	2.58130918	-2.355882069
"MGH66-P07-H07"	0.328645158234401	0.225175068488428	0.260378923327533	0.293779514707575	0.557659769278821	-0.534836253	-1.601573015
"MGH66-P08-E12"	0.373839241684498	0.20537287769494	0.292614769286994	0.316424949954139	0.566648212217279	0.793097713	-1.131560228
"MGH66-P07-H04"	0.212160123256261	0.170990401411866	0.318888530889009	0.355962968218697	0.50564319030764	-0.218831135	-0.757234837
"MGH66-P06-B01"	0.369680026345433	0.091983286311472	0.285984777078086	0.39629471705655	0.408511064561759	0.944616366	1.330497513
"MGH66-P05-C12"	0.401126772559376	0.0878138971123822	0.319455916036388	0.363963311225929	0.504301049204936	1.48976187	1.416822531
"MGH66-P03-B09"	0.48057490636651	0.13115553888733	0.248211086309439	0.330238366579333	0.448363377337786	0.442162102	1.414769738
"MGH66-P05-A05"	0.435521145334775	0.331534016132384	0.207460348786561	0.319016727689499	0.672348323776876	-1.280646969	-1.85067737
"MGH66-P03-G07"	0.542475984301069	0.19943935908614	0.217870713387942	0.300466125874405	0.855277966398134	-0.776614422	-1.505270652
"MGH66-P05-F01"	0.479685833339723	0.357763660299131	0.274809465611013	0.198183767630983	0.779635396725502	-0.811355421	-1.715560595
"MGH66-P05-E03"	0.442386076556308	0.371397464741206	0.408213715350409	0.336074077761558	0.727613530780374	0.215818946	-1.427130264
"MGH66-P06-E07"	0.487864958318427	0.357459289098486	0.291766134559939	0.279206748026769	0.642303614193741	-1.195942555	-1.451365952
"MGH66-P07-C07"	0.655925188757219	0.0872469662895536	0.247339304767468	0.43478727831743	0.459555434212914	1.136831833	1.495571682
"MGH66-P03-C03"	0.374299283019489	0.524489424629899	0.444337605038389	0.148778083928112	0.607307277674084	1.870593679	-2.134433265
"MGH66-P06-D11"	0.0767875035332775	0.3078358341753	0.323940335017793	0.294690944395441	0.42022254478024	0.550331064	-1.7098563
"MGH66-P03-E03"	0.598920060264662	0.382141224929441	0.223807817640579	0.283027731600162	0.837183419464589	-0.065870975	-1.256877648
"MGH66-P05-C10"	0.40817079142223	0.294131645838155	0.431820152473143	0.192914050575744	0.58025717008274	-0.490660835	-1.132985506
"MGH66-P04-G08"	0.416383485233973	0.404720073156397	0.26778198337874	0.163359803035125	0.695084958267178	-0.25591903	-1.317891975
"MGH66-P08-F02"	0.500076086000061	0.0893428204273143	0.254204431567803	0.481683668130021	0.557799094954457	1.515620247	1.213495621
"MGH66-P04-B12"	0.382635224261287	0.339627421290667	0.487818154453703	0.283747400010427	0.431169019068709	1.782019688	-2.297537098
"MGH66-P03-D04"	0.604380644250042	0.318794195153847	0.184624089793412	0.403094246294657	0.862425949539974	-1.317481053	-1.262576092
"MGH66-P03-F05"	0.626290102499488	0.298476991794533	0.212491705987873	0.241607831316189	0.843260784391915	-1.529569386	-1.716604049
"MGH66-P08-A07"	0.420757848363635	0.274781561201214	0.210148243417414	0.20082661858772	0.670186704076633	-1.359811555	-1.461604763
"MGH66-P04-E09"	0.529368046322778	0.212215076868394	0.280325751714633	0.455933997004725	0.494393639439537	1.83763607	1.529285316
"MGH66-P04-A10"	0.519634712913065	0.215453806012845	0.21628987663821	0.468730098148281	0.465237479389952	1.737708053	1.153326478
"MGH66-P07-B05"	0.642567641259398	0.326126163752213	0.191602353168914	0.372100898222504	0.761562126401074	-0.802320697	-1.040621402
"MGH66-P03-E06"	0.530711662751886	0.481678153658851	0.252444521233934	0.315956990120315	0.586176379108709	1.135696743	-1.188706787
"MGH66-P04-A05"	0.407840136647972	0.309300221900848	0.43511819122867	0.230796837316826	0.583859910612459	-0.02894538	-1.562844668
"MGH66-P04-D12"	0.576933128895643	0.19582645322395	0.233211647062827	0.383713135918823	0.417648297079583	1.294741694	1.312425123
"MGH66-P05-C04"	0.474682496513305	0.357004215936113	0.218462644728475	0.212416040695905	0.840056205241038	0.042090015	-1.160853521
"MGH66-P07-D02"	0.609861162075125	0.154484647337355	0.143613390316623	0.511131902586261	0.605457672042956	1.510525642	1.450800154
"MGH66-P06-B07"	0.582502192618919	0.23496846721975	0.150669999776259	0.411212213419419	0.746560170897107	0.028090954	-0.537019995
"MGH66-P07-E04"	0.593052986474102	0.22063011662845	0.178016760526362	0.381917995548698	0.324959820311707	1.732077946	1.360077345
"MGH66-P03-B05"	0.645337100047417	0.315409518053068	0.254172443173941	0.107534429256752	0.773843756350755	0.346757686	-1.841006932
"MGH66-P04-G01"	0.420453780591611	0.273171554531993	0.322600808830797	0.31608664745278	0.608022999901226	-0.819008467	-1.644097241
"MGH66-P03-H05"	0.387212440351792	0.501644929525984	0.488792996231702	0.345388514347195	0.646256638660463	1.874432017	-1.964358193
"MGH66-P04-G03"	0.551495563379711	0.291543205180872	0.223502654196593	0.371712820536832	0.569567391559639	-0.28518619	-1.277143229
"MGH66-P08-E07"	0.592658381168367	0.22596331450959	0.315809681542529	0.514233838880933	0.385749213169561	-0.779517828	1.661953722
"MGH66-P03-H06"	0.659282725696826	0.317877849960214	0.215197459852891	0.307349960109045	0.646381881030669	0.690367427	-0.517789074
"MGH66-P04-E06"	0.552495465147601	0.37320208243373	0.196191888023829	0.30332018342165	0.692372073981985	-1.249546129	-1.382052087
"MGH66-P08-D12"	0.436335935030211	0.360915117536412	0.33709314050059	0.170709076595771	0.706045476716535	0.503128328	-1.645199419
"MGH66-P03-C02"	0.665329671950653	0.309616511651309	0.121745309045719	0.0489372436987034	0.733605444207538	-1.02173294	-1.232246548
"MGH66-P07-H06"	0.569569905547327	0.220708493140684	0.422083505238268	0.417358361470358	0.354764229826434	0.663066577	1.103073922
"MGH66-P04-F02"	0.613643358719102	0.36360306134823	0.183801532034358	0.277124597838569	0.741619499306662	-0.853884246	-1.086984588
"MGH66-P06-C05"	0.556914012329708	0.38878725880016	0.282757866678586	0.350333510622815	0.793290219461301	0.221369211	-1.385594981
"MGH66-P06-C08"	0.501566368472245	0.345160454025375	0.173380933938888	0.116235775841574	0.614764037174885	-0.479429502	-0.969755421
"MGH66-P05-G09"	0.581597043469908	0.295101488306824	0.30287906970224	0.306754214567766	0.664188723111727	0.141011988	-1.307678031
"MGH66-P06-E02"	0.589653735681779	0.229303775571963	0.204375347899317	0.523239125129363	0.66390728274243	1.243889825	1.184701935
"MGH66-P06-A04"	0.535340079895774	0.387210819541728	0.395017896585719	0.106362676581139	0.763396947015427	1.032607964	-1.889197958
"MGH66-P04-B08"	0.468246420583813	0.287932068757145	0.27328368131545	0.142130300364641	0.575940861727955	-0.640349546	-0.819096127
"MGH66-P07-G12"	0.4999649834982	0.336219990913576	0.257514963433896	0.269758449575061	0.499365328445332	0.583225399	0.497983031
"MGH66-P07-G07"	0.490432969827414	0.174003600597462	0.36346166835817	0.287793663961619	0.582151567414281	-0.874120717	-0.929302957
"MGH66-P06-A08"	0.658416294627381	0.207184999756152	0.177343534639217	0.456309123950755	0.833137314309829	-1.077854831	-1.134496141
"MGH66-P07-G10"	0.507036026022248	0.159888558419169	0.27016278921631	0.62543290928853	0.259383737249448	0.051242518	1.167157918
"MGH66-P07-D06"	0.45495809194354	0.313868064236553	0.324576021307045	0.198123742444335	0.545203980682384	-0.147877251	-0.922284933
"MGH66-P04-E08"	0.538697803232311	0.194702325522799	0.373302631384594	0.362495587639932	0.744643659877965	-1.4773442	-1.531328313
"MGH66-P06-F05"	0.592389265898229	0.38936328848221	0.329486328282969	0.282013039630918	0.782054861930215	0.981044735	-1.258307897
"MGH66-P06-G08"	0.365733132639132	0.283908730116696	0.380434620838067	0.311089895476137	0.430715878622684	2.211191987	-2.145341899
"MGH66-P03-B03"	0.332872697212544	0.42799993780756	0.596012377499857	0.271899059347037	0.314903957491468	2.591442843	-2.474281862
"MGH66-P05-D04"	0.555653218768281	0.285984826023209	0.201668288553718	0.164034660276942	0.753698601151779	0.709733706	-1.716994572
"MGH66-P04-H02"	0.545192346510883	0.448088550046019	0.429702931766138	0.142528924340508	0.698432839719113	1.056519318	-2.138593658
"MGH66-P08-B09"	0.571969798884508	0.344082492640498	0.304499255648996	0.130161531627164	0.615273571155972	-1.01984882	-1.639414479
"MGH66-P06-E01"	0.457169428235552	0.386804447995224	0.37821658017885	0.342017843407497	0.641662359852533	0.511189109	-0.888681764
"MGH66-P05-E09"	0.338864529647351	0.097221076844601	0.364525730537273	0.378623203702752	0.524374021256032	-1.69527114	-0.645956802
"MGH66-P07-H10"	0.593579320131428	0.0602840040376847	0.299141922723407	0.4959218937666	0.418310232695123	1.54480822	1.604125652
"MGH66-P03-B04"	0.631371301436442	0.35186100424261	0.259296861208126	0.254698893188706	0.836132223420599	-1.567981911	-1.809521887
"MGH66-P04-C05"	0.417133997756842	0.427871520085983	0.44209668882863	0.234963173576349	0.566152000841166	1.141230019	-2.164260263
"MGH66-P08-H08"	0.695194711789596	0.232960179934756	0.209775016906471	0.585030081012429	0.577644533130854	0.427850349	0.120331064
"MGH66-P05-B08"	0.549044541883104	0.279055839958127	0.307517415358834	0.242899771065771	0.701240417141293	0.536433607	-1.712516819
"MGH66-P04-C10"	0.482821101190609	0.323827810937374	0.33288894192106	0.173942940673505	0.614495530071566	-1.222521958	-1.808518467
"MGH66-P06-G06"	0.477604640232715	0.257889268800709	0.258664274702278	0.275041400638522	0.721480837946712	-0.875614743	-1.94356211
"MGH66-P05-G12"	0.569551254991792	0.399301805295661	0.299326554740851	0.348963934655313	0.774811433472904	-0.386916236	-1.469224497
"MGH66-P07-C10"	0.51875132057292	0.263443203503606	0.363868210283104	0.256315798780968	0.635410780704289	-1.475415002	-1.345036493
"MGH66-P04-A06"	0.473658096146031	0.362006742882214	0.381624921963995	0.263999922167033	0.68624821683016	1.718474433	-1.877362728
"MGH66-P07-B08"	0.412423974109725	0.490906519333984	0.556034350254104	0.228691447245194	0.689860330163453	1.792267699	-2.387254864
"MGH66-P03-A03"	0.636105488316201	0.201639993991334	0.29813069209557	0.381604321328952	0.644798913851583	0.383968259	0.036617092
"MGH66-P05-F10"	0.503210886106331	0.477325343119622	0.358279090530563	0.188107662881924	0.863422387057762	0.135737297	-1.397071297
"MGH66-P03-F06"	0.550048862368763	0.449546427712706	0.340119281558592	0.113308813583018	0.813257513822414	0.273082187	-1.648116121
"MGH66-P03-B11"	0.723586352989048	0.171475159142589	0.204973896284011	0.652298876924816	0.380151287183969	-0.64769771	1.4747997
"MGH66-P05-C03"	0.611464295102865	0.286443407147384	0.26971575524679	0.174815185575142	0.84870490982952	-1.341974976	-1.640426534
"MGH66-P03-G02"	0.484706035472254	0.324904301242243	0.254129876966815	0.336900668714125	0.546438518012565	1.01562743	0.279698604
"MGH66-P04-B09"	0.406652357884	0.421605359910208	0.185282480668101	0.184880473762669	0.750580329930323	-0.376151338	-1.493391533
"MGH66-P06-G11"	0.4509906043526	0.37762588110856	0.259969661266383	0.101420624317752	0.761075604990152	-0.132707321	-1.252149588
"MGH66-P05-F03"	0.585530887713251	0.312849602225948	0.191547629309566	0.226335596838339	0.850047822881905	-1.365060719	-1.358117607
"MGH66-P07-C04"	0.707993322965495	0.105213021760402	0.182433242541039	0.595097740982667	0.826309234700936	1.251867967	1.080313308
"MGH66-P07-C05"	0.627662990638718	0.28822308866901	0.246197068823331	0.269443171220674	0.825116493782408	-1.561729472	-1.518844822
"MGH66-P04-F04"	0.533295278023583	0.248880260831164	0.31790753824636	0.35719441630607	0.756516486525873	-1.511703821	-1.779261597
"MGH66-P03-D10"	0.48403923802498	0.256887700813907	0.384538370992322	0.379279748100456	0.746853567793586	-0.325828256	-1.475278966
"MGH66-P06-A03"	0.4764530290964	0.423659443036224	0.349730444464979	0.368089089072906	0.610264689743578	0.654879228	-1.349800451
"MGH66-P08-G01"	0.575231138344751	0.432567246255308	0.298309918636147	0.266323629852157	0.792054445151809	-0.935351707	-1.14672994
"MGH66-P06-H02"	0.594934272737551	0.214218348953619	0.193375282172004	0.264766003253774	0.770734264260352	-1.592233844	-1.14323896
"MGH66-P04-A12"	0.62826978479112	0.258962845693238	0.248977880904912	0.151256357631127	0.752808553856331	-1.613306205	-1.615827313
"MGH66-P07-D08"	0.633335113772788	0.268756699593409	0.238877711662387	0.269839361644383	0.744367889559989	-0.923499207	-0.277769037
"MGH66-P07-D10"	0.430153776469561	0.280055530803716	0.289200066992787	0.148467476249659	0.583256653288037	0.633814141	-1.885984098
"MGH66-P07-E11"	0.667662430826473	0.200089092661256	0.195604447484893	0.196889988933364	0.688620194487771	-1.702137433	-1.530636062
"MGH66-P08-C03"	0.692771071527619	0.248210861102269	0.168075836288208	0.237043609144836	0.755318172764682	-1.088633013	-1.31987893
"MGH66-P03-G04"	0.496795689098517	0.329361882230253	0.321644478784419	0.278614118479183	0.801489888253816	-0.637798722	-1.779941552
"MGH66-P06-C01"	0.471042074211172	0.17543302213176	0.345080373413762	0.300748619469104	0.698892383288324	-1.125077111	-1.354816806
"MGH66-P04-H04"	0.50339779398692	0.345538319804969	0.285947743765837	0.229849624891978	0.776381852551211	-0.776230765	-1.474079102
"MGH66-P08-E08"	0.555431601739447	0.348540126483075	0.307654607861729	0.368416024225476	0.718228377099016	0.382321614	-1.291406574
"MGH66-P06-B10"	0.574656194827248	0.291311731705941	0.209513277194798	0.372236885134234	0.74161760494697	-1.630296901	-0.980262503
"MGH66-P07-B10"	0.559030589144172	0.257685738345718	0.194913714715602	0.139856447163473	0.750908625721161	-1.493198951	-1.405926678
"MGH66-P05-H02"	0.555871260956411	0.292137884440098	0.265303415804723	0.454489890698699	0.724269831483284	-1.357065406	-0.80133157
"MGH66-P05-E01"	0.609769052560891	0.392991556938622	0.28485742758186	0.132763260080659	0.656917759054056	1.115043952	-2.030439949
"MGH66-P08-E09"	0.612422672077798	0.380013134226237	0.27004797817946	0.243714100239854	0.687959828197878	-0.780372936	-1.439267306
"MGH66-P07-F09"	0.601269086067131	0.187838137938916	0.259663684581369	0.37312735786814	0.683752697191167	0.784428171	0.199175624
"MGH66-P08-C05"	0.594591467150135	0.222171835059265	0.226229321884916	0.332502534042093	0.574527077379512	1.033682692	0.930945119
"MGH66-P06-C02"	0.581985522292705	0.260049991597561	0.256760004521132	0.17770745935196	0.826815534613129	-1.325694243	-1.625510113
"MGH66-P05-H04"	0.621721553199379	0.333438075741588	0.231284173033754	0.238457507266439	0.81327802370494	1.198575284	0.25144617
"MGH66-P04-C09"	0.544051404051076	0.389080958650449	0.259061767928169	0.173076518720924	0.73234217510371	-0.975276922	-1.789055579
"MGH66-P03-A09"	0.520034048324097	0.492142323596306	0.334848753863481	0.117227694826609	0.857117263879989	0.076198081	-1.644856382
"MGH66-P04-D04"	0.407816803430342	0.294274701694938	0.290107834706279	0.275850240063049	0.576043252590253	0.69675921	-1.519296646
"MGH66-P03-H01"	0.471738992461895	0.502100785166352	0.252090852032956	0.285523342761677	0.717957899741384	0.757574367	-1.5286773
"MGH66-P03-D08"	0.580887223822521	0.407512556423765	0.222234863481618	0.259180174459835	0.727379638522092	-1.164262154	-1.741103273
"MGH66-P03-B12"	0.568286566458417	0.419012121747194	0.305741351825234	0.317998102119809	0.609014526858805	-0.416550923	-1.071788225
"MGH66-P04-F09"	0.421606438342369	0.371639936664992	0.31072125959837	0.324505488687589	0.702461380473252	-0.890171115	-1.6014245
"MGH66-P04-C04"	0.454011064107139	0.398639496827021	0.352649216423971	0.385165498247988	0.746714151526298	-0.260665638	-1.255111436
"MGH66-P03-H08"	0.563857656079386	0.3338935081333	0.113992490010477	0.220679655969787	0.646886858477968	-1.237653378	-1.819801102
"MGH66-P07-D11"	0.358886279601927	0.330958444059303	0.35894239404558	0.350477498017461	0.67207342154669	1.009554569	-1.501412452
"MGH66-P07-C12"	0.588853720293228	0.430640644137276	0.267136368407326	0.246472980892569	0.838092770351286	-0.907093347	-1.279269464
"MGH66-P05-H06"	0.519320776844303	0.354279493215386	0.306608164986588	0.0734482605870433	0.696507611004845	-1.207502241	-1.781323199
"MGH66-P04-D01"	0.530151686292788	0.377213542029725	0.0974514246105337	0.357706026515749	0.782598887947369	-0.21074257	-1.367125684
"MGH66-P06-F08"	0.446235053508947	0.416353720737304	0.32908256567684	0.143849712961362	0.764630667561838	-0.188801441	-1.312563985
"MGH66-P03-F10"	0.58069000973466	0.291027535865602	0.140503766025854	0.121624140651511	0.75245848956987	-1.36190723	-1.531852771
"MGH66-P06-F07"	0.63622917544711	0.249698683036684	0.242848427337632	0.208657705524751	0.660175805571877	-1.083019611	-0.793992624
"MGH66-P05-G05"	0.521702860368337	0.427754140411766	0.38939409633093	0.170767849034364	0.85508271175692	-0.735417595	-1.613393135
"MGH66-P05-A09"	0.565711554568973	0.29551506294886	0.211912958787022	0.330186535714908	0.938698087109093	-0.969940891	-1.069451149
"MGH66-P03-H03"	0.522123817809524	0.431681062540856	0.214586799534453	0.352582861496091	0.782047701413872	-0.885210482	-1.63548144
"MGH66-P05-G02"	0.469608949575135	0.438564994430758	0.407690598375701	0.302842702042995	0.798340034581834	0.364826858	-1.557526673
"MGH66-P07-A10"	0.494141691079645	0.525214142993543	0.36530770519922	0.347839654348397	0.781701261478134	0.665263464	-1.29076279
"MGH66-P08-F03"	0.464388698221642	0.274147799931613	0.177090387931199	0.320249654614236	0.6142963266474	0.625428455	-1.263680894
"MGH66-P08-G10"	0.572009351851675	0.401755951057711	0.236415946440977	0.165147714674029	0.739932204077572	0.160610267	-1.840497585
"MGH66-P04-B03"	0.519505376675367	0.217644383743493	0.276042480544647	0.305080011114033	0.678932220001063	-0.907661271	-0.838474728
"MGH66-P03-E05"	0.497213893002979	0.576888523190533	0.427602015067471	0.143721592893566	0.817242363676957	1.32422648	-2.345882906
"MGH66-P06-D02"	0.563522076623986	0.368513440471276	0.25038448079516	0.292284205567198	0.740991739080577	-1.26419736	-1.687212999
"MGH66-P04-F01"	0.572724976077857	0.380998913907127	0.235313851060626	0.37263800544589	0.711190384707801	-0.855297291	-0.711162973
"MGH66-P03-C05"	0.551752608984553	0.478538535817794	0.332037953855179	0.266679449883906	0.815715570906303	0.496550546	-1.742306773
"MGH66-P04-B02"	0.533348428113755	0.3210093404271	0.302729421094047	0.216570634620936	0.72273148893097	-0.573850524	-1.620536088
"MGH66-P06-A07"	0.553589372271282	0.372005216905481	0.233582090357959	0.267779125811734	0.769168393295824	-1.145516012	-1.801543986
"MGH66-P05-D05"	0.597827527690907	0.421200541015668	0.253671870950557	0.207030587196685	0.786983934296178	-0.683254448	-1.131623259
"MGH66-P03-D12"	0.577950484257758	0.409822553793186	0.280143516774891	0.0864518319505039	0.875796835478997	-1.095616476	-1.717219412
"MGH66-P05-G08"	0.539492638459909	0.308483189710144	0.248777589119002	0.167021565875072	0.806121126103064	-0.441161953	-1.835436139
"MGH66-P04-A11"	0.489194841733812	0.23054860499486	0.373258610500357	0.320596293593757	0.581633144010787	-1.215295916	-1.493575776
"MGH66-P04-A07"	0.569985835785484	0.311286891286012	0.269222858807072	0.306542620632476	0.785650812669425	-1.06993374	-1.431426131
"MGH66-P04-H12"	0.582141205613386	0.32063311410419	0.269878297486587	0.275547397303587	0.671916079663599	-0.463277476	-1.098062213
"MGH66-P03-D07"	0.704109228575764	0.410547998019494	0.280007997113005	0.130692886609555	0.649736793548339	-0.588332542	-1.474128259
"MGH66-P06-E04"	0.65997865014965	0.348181083488703	0.276530328776259	0.366778102267725	0.75430184310007	-0.405011172	-1.19211898
"MGH66-P07-C02"	0.694924576869162	0.303907996853755	0.248712744991903	0.151329140635382	0.724662615134858	-1.185024605	-1.602946221
